淄博齐盛新能源科技有限公司,一号馆A区,1A22
惠州市森洪科技有限公司,一号馆A区,1A23
广州番禺恒昌金属制品厂,一号馆A区,1A24
山东泰一新能源科技有限公司,一号馆A区,1A25
嘉兴市万事通电池有限公司,一号馆A区,1A26
河南比得力高新能源科技有限公司,一号馆A区,"1A28,1A27"
苏州工业园区精电电子有限公司,一号馆A区,1A29
深圳市创腾达精密五金科技有限公司,一号馆A区,1A30
浙江金开来新能源科技有限公司,一号馆A区,1A31
济南伊赛电子科技有限公司,一号馆A区,1A32
惠州市惠德瑞锂电科技股份有限公司,一号馆A区,1A33
天津普兰纳米科技有限公司,一号馆A区,1A34
安徽来福电子科技有限公司,一号馆A区,1A35
裕质能科技(深圳)有限公司,一号馆A区,1A36
广州市精研贸易有限公司,一号馆A区,1A37
湖南中大安孚新能源技术有限公司,一号馆A区,1A38
广州邦禾检测技术有限公司,一号馆A区,"1A39,1A40"
昆山地爱引特电子科技有限公司,一号馆A区,1A41
东莞市联鼎电子科技有限公司,一号馆A区,"1A42,1A43"
上海灼日精细化工有限公司,一号馆A区,"1A44,1A45"
中山市坤辰电池制造有限公司,一号馆A区,1A46
PYROPHOBIC SYSTEMS LTD,一号馆A区,1A47
中山欧力工业有限公司,一号馆A区,"1A48,1A49"
南皮县东升电气有限公司,一号馆A区,1A50
广州市荔湾托普仪器有限公司,一号馆A区,1A51
广州市君盘实业股份有限公司,一号馆A区,"1A52,1A53"
江苏启力锻压机床有限公司,一号馆A区,"1A54,1A55"
深圳市麦迪瑞科技有限公司,一号馆A区,1A56
莱州联友金浩新型材料有限公司,一号馆A区,1A57
深圳诺测检测技术有限公司,一号馆A区,1A58
深圳市聚力优科技有限公司,一号馆A区,1A59
深圳市鑫宇铭电子科技有限公司,一号馆A区,1A60
广东检验检疫局检验检疫技术中心,一号馆A区,1A61
深圳市凯斯莱新能源有限公司,一号馆A区,"1A62,1A63"
江苏三杰新能源有限公司,一号馆A区,"1A64,1A65"
南宁迈世信息技术有限公司,一号馆A区,1A66
广州市镭诺智能技术有限公司,一号馆A区,1A67
深圳市雷诺智能技术有限公司,一号馆A区,1A68
山西德益科技有限公司,一号馆A区,1A69
F.LLI MARIS S.P.A.,一号馆A区,1A70
淄博火炬能源有限责任公司,一号馆A区,1A71
HESSE ASIA LIMITED,一号馆A区,"1A72,1A73"
福建博瑞特电机有限公司,一号馆A区,1A74
上海捷力能源技术有限公司,一号馆A区,"1A75,1A76"
上海光起电子设备有限公司,一号馆A区,"1A78,1A77"
浩亭（珠海）贸易有限公司,一号馆A区,"1A79,1A80"
广州威瑞斯实业有限公司,一号馆A区,1A81
深圳市谱尼测试科技有限公司,一号馆A区,"1A82,1A83"
深圳好电科技有限公司,一号馆A区,"1A84,1A85"
武汉瀚兴日月电源有限公司,一号馆A区,1A86
上海华颂实业有限公司,一号馆A区,1A87
名添科技（深圳）有限公司,一号馆A区,1A88
佛山市兆能电池实业有限公司,一号馆A区,1A89
深圳市麦格松电气科技有限公司,一号馆A区,1A90
安阳金钟新能源有限公司,一号馆A区,1A91
惠州市普瑞杰自动化科技有限公司,一号馆A区,1A92
武汉胜蓝电子科技有限公司,一号馆A区,1A93
深圳市新宏科电源科技有限公司,一号馆A区,1A94
佛山市南海区欣源电子有限公司，内蒙古欣源石墨烯科技有限公司,一号馆A区,"1A95,1A96"
深圳市力通威电子科技有限公司,一号馆A区,"1A98,1A97"
北京柯林柯尔科技发展有限公司,一号馆A区,"1A99,1A100"
吕特格（上海）贸易有限公司,一号馆A区,1AT01
索尔维,一号馆A区,1AT02
南德认证检测（中国）有限公司深圳分公司,一号馆A区,1AT03
深圳市永兴业精密机械模具有限公司,一号馆A区,1AT04
西门子(中国)有限公司,一号馆A区,1AT05
上海谱莱密克司机械有限公司,一号馆A区,1AT06
浙江钱江锂电科技有限公司,一号馆A区,1AT07
山东圣阳电源股份有限公司,一号馆A区,1AT08
双登集团股份有限公司,一号馆A区,1AT09
江苏海四达电源股份有限公司,一号馆A区,1AT10
深圳市智锂能源科技有限公司,一号馆A区,1AT100
广州柒玖能源科技有限公司,一号馆A区,1AT101
明美集团（广州梁氏通讯电器有限公司）,一号馆A区,1AT102
卧龙电气集团浙江灯塔电源有限公司,一号馆A区,1AT103
深圳市北测检测技术有限公司,一号馆A区,1AT104
深圳市鑫永丰科技有限公司,一号馆A区,1AT105
浙江佳贝思绿色能源有限公司,一号馆A区,1AT106
维达力实业（深圳）有限公司,一号馆A区,1AT107
深圳市艾博尔新能源有限公司,一号馆A区,1AT108
合肥国轩高科动力能源有限公司,一号馆A区,1AT109
广东猛狮新能源科技股份有限公司,一号馆A区,1AT11
深圳市盛弘电气股份有限公司,一号馆A区,1AT110
电池中国网,一号馆A区,1AT111
东莞力朗电池科技有限公司,一号馆A区,1AT112
江西赛特新能源科技有限公司,一号馆A区,1AT113
宁波中车新能源科技有限公司,一号馆A区,1AT114
江苏索尔新能源科技股份有限公司,一号馆A区,1AT115
广东精毅科技股份有限公司,一号馆A区,1AT116
武汉力兴(火炬)电源有限公司,一号馆A区,1AT12
天奈(镇江)材料科技有限公司,一号馆A区,1AT13
常州市龙鑫化工机械有限公司,一号馆A区,1AT14
CELGARD,一号馆A区,1AT15
Groz-Beckert KG,一号馆A区,1AT16-1
Jonas & Redmann Photovoltaics Production Solutions GmbH,一号馆A区,1AT16-2
HTTM LLC. Inc.(H&T Battery Components c/o;H&T Marsberg GmbH&Co.KG) ,一号馆A区,1AT16-3
BR?CKNER Maschinenbau GmbH & Co. KG,一号馆A区,1AT16-4
SCHUNK GmbH & Co. KG,一号馆A区,1AT16-5
KROENERT GmbH & Co. KG,一号馆A区,1AT17-1
Litarion GmbH,一号馆A区,1AT17-2
Treofan Germany GmbH & Co. KG,一号馆A区,1AT17-3
F & K Delvotec Bondtechnik GmbH(Strama-MPS Maschinenbau GmbH&Co.KG),一号馆A区,1AT17-4
Siemens AG,一号馆A区,1AT17-5
Viscom AG,一号馆A区,1AT17-6
EL-CELL GmbH,一号馆A区,1AT17-7
Germany Trade and Invest GmbH,一号馆A区,1AT18
NETZSCH-Feinmahltechnik GmbH,一号馆A区,1AT18-1
Solar Promotion GmbH,一号馆A区,1AT18-2
Pfeiffer Vacuum GmbH,一号馆A区,1AT18-3
Oerlikon Leybold Vacuum GmbH,一号馆A区,1AT18-4
IMG Investitions- und Marketinggesellschaft Sachsen-Anhalt mbH,一号馆A区,1AT18-5
SGL Carbon GmbH,一号馆A区,1AT18-6
风帆股份有限公司,一号馆A区,1AT19
惠州亿纬锂能股份有限公司,一号馆A区,1AT20
天津力神电池股份有限公司,一号馆A区,1AT21
中国电子科技集团第十八研究所,一号馆A区,1AT22
欣旺达电子股份有限公司,一号馆A区,1AT23-1
广东新会中集特种运输设备有限公司,一号馆A区,1AT23-2
深圳市科陆电子科技股份有限公司,一号馆A区,1AT24
株式会社吴羽,一号馆A区,1AT29
山东玉皇新能源科技有限公司,一号馆A区,1AT32
深圳理士奥电源技术有限公司,一号馆A区,1AT33
湖南德沃普电气股份有限公司,一号馆A区,1AT34
深圳普益电池科技有限公司,一号馆A区,1AT35
诺信塑料工程系统（上海）有限公司,一号馆A区,1AT36
富士机械工业株式会社,一号馆A区,1AT37
日本瑞翁株式会社,一号馆A区,1AT38
洛克伍德锂业(上海)有限公司,一号馆A区,1AT39
深圳市旭冉电子有限公司,一号馆A区,1AT40
台塑货运（宁波）有限公司,一号馆A区,1AT40-1
美卡诺有限公司,一号馆A区,1AT41
上海中兴派能能源科技有限公司,一号馆A区,1AT42
北京索英电气技术有限公司,一号馆A区,1AT43-1
深圳市华宝新能源有限公司,一号馆A区,1AT43-2
哈尔滨光宇集团股份有限公司,一号馆A区,1AT44
武汉昊诚能源科技有限公司,一号馆A区,1AT45
深圳普瑞赛思检测技术有限公司,一号馆A区,1AT46
河南锂动电源有限公司,一号馆A区,1AT47
Kanematsu KGK Corp.,一号馆A区,1AT49
河北钢中锂能电池有限公司,一号馆A区,1AT50
厦门宝瑞天成锂电科技有限公司,一号馆A区,1AT51
河南新太行电源有限公司,一号馆A区,1AT52
中天储能科技有限公司,一号馆A区,1AT53
河南环宇赛尔新能源科技有限公司,一号馆A区,1AT54
万向A一二三系统有限公司,一号馆A区,"1AT55,1AT56"
骆驼集团股份有限公司,一号馆A区,1AT57
上海航天电源技术有限责任公司,一号馆A区,1AT58
湖北德普电气股份有限公司,一号馆A区,1AT59
布勒(无锡)商业有限公司,一号馆A区,1AT61
安徽天康（集团）股份有限公司,一号馆A区,1AT62
东莞市魔方新能源科技有限公司,一号馆A区,1AT63
浙江南都电源动力股份有限公司,一号馆A区,1AT64
中航锂电(洛阳)有限公司,一号馆A区,1AT65
中聚(杭州)新能源科技有限公司,一号馆A区,1AT66
波士顿电池,一号馆A区,1AT67
河南惠强新能源材料科技有限公司、武汉惠强新能源材料科技有限公司,一号馆A区,1AT68
山东裴森动力新能源有限公司,一号馆A区,1AT69
浙江谷神能源科技股份有限公司,一号馆A区,1AT70
实联长宜淮安科技有限公司,一号馆A区,1AT71
上海德朗能动力电池有限公司,一号馆A区,1AT72-1
赛恩斯能源科技有限公司,一号馆A区,1AT72-2
深圳市超思维电子股份有限公司,一号馆A区,1AT75
四川长虹电源有限责任公司,一号馆A区,1AT76
上海米开罗那机电技术有限公司,一号馆A区,1AT77
深圳博磊达新能源科技有限公司,一号馆A区,1AT78
山东中信迪生电源有限公司,一号馆A区,1AT79
深圳市泰力废旧电池回收技术有限公司,一号馆A区,1AT80
山东精工电子科技有限公司,一号馆A区,1AT81
江苏天鹏电源有限公司,一号馆A区,1AT82
NEC能源元器件(吴江)有限公司,一号馆A区,1AT83
惠州市蓝微新源技术有限公司,一号馆A区,1AT84-1
深圳天邦达科技有限公司,一号馆A区,1AT84-2
东莞市煜信恩电池科技有限公司,一号馆A区,1AT85
欧赛新能源科技有限公司,一号馆A区,1AT86
安徽亿诺新能源有限责任公司,一号馆A区,1AT87
湖南耐普恩科技有限公司,一号馆A区,1AT88
湖南桑顿新能源有限公司,一号馆A区,1AT89
深圳市雄韬电源科技股份有限公司,一号馆A区,1AT90
江苏天合储能有限公司,一号馆A区,1AT91
山东恒宇新能源有限公司,一号馆A区,1AT92
江西南鹰电源科技有限公司,一号馆A区,1AT93
横店集团东磁股份有限公司,一号馆A区,1AT94
广东凯德能源科技有限公司,一号馆A区,1AT95
深圳子木科技有限公司,一号馆A区,1AT96
杭州天丰电源股份有限公司,一号馆A区,1AT97-1
优科能源（漳州）有限公司,一号馆A区,1AT97-2
北京大华电子集团,一号馆A区,1AT98
空天科技有限公司,一号馆A区,1AT99
福建星云电子股份有限公司,一号馆B区,1BT01
武汉千里马电源机械制造有限公司,一号馆B区,1BT02
佛山市金银河智能装备股份有限公司,一号馆B区,1BT03
北京七星华创电子股份有限公司,一号馆B区,1BT04
深圳市浩能科技有限公司,一号馆B区,1BT05
深圳市深远大科技有限公司,一号馆B区,1BT06
深圳市舜源自动化科技有限公司,一号馆B区,1BT07
邵阳市达力电源实业有限公司/深圳市达力旺达科技有限公司,一号馆B区,1BT08
邢台海裕锂能电池设备有限公司,一号馆B区,1BT09
广州蓝奇电子实业有限公司,一号馆B区,1BT10
深圳市新威尔电子有限公司,一号馆B区,1BT11
深圳市兴诚捷精密设备有限公司,一号馆B区,1BT12
深圳市新嘉拓自动化技术有限公司,一号馆B区,1BT13
深圳吉阳智云科技有限公司,一号馆B区,1BT14
邢台纳科诺尔精轧科技股份有限公司,一号馆B区,1BT15
深圳市康正轧辊设备有限公司,一号馆B区,1BT16
东莞市雅康精密机械有限公司,一号馆B区,1BT17
广东鸿宝科技有限公司,一号馆B区,1BT18
深圳市海目星激光科技有限公司,一号馆B区,1BT19
深圳市善营自动化股份有限公司,一号馆B区,1BT20
上海陆达包装机械制造有限公司,一号馆B区,"1BT21,1BT22"
东莞市鹏锦机械科技有限公司/东莞市方尊机电科技有限公司,一号馆B区,1BT23
深圳市恒翼能科技有限公司,一号馆B区,1BT24
深圳市优利美科技有限公司,一号馆B区,1BT25
无锡奥特维科技股份有限公司,一号馆B区,1BT26
东莞市科锐机电设备有限公司,一号馆B区,1BT27
深圳市誉嘉电池设备有限公司,一号馆B区,1BT28
深圳市赢合科技股份有限公司,一号馆B区,1BT29
东莞市新宇机械有限公司,一号馆B区,1BT30
东莞市佳的自动化设备科技有限公司,一号馆B区,1BT31
深圳市信宇人科技有限公司,一号馆B区,1BT32
深圳市今天国际物流技术股份有限公司,一号馆B区,1BT33
爱斯佩克环境仪器(上海)有限公司,一号馆B区,1BT34
中山市达兴塑料电器有限公司,二号馆,"2D01,2D02"
东莞市万普电子有限公司,二号馆,"2D03,2D04"
上海柯马兹电子有限公司,二号馆,"2D05,2D06"
上海昕良不锈钢管业有限公司,二号馆,2D07
北京丰禾集团/北京丰禾耐火材料有限公司/上海荷爱国际商贸中心,二号馆,"2D08,2D09"
常熟市常吉化工有限公司,二号馆,2D10
深圳市上扬绝缘材料有限公司,二号馆,2D100
青岛新正锂业有限公司,二号馆,2D101
上海翠科化工科技有限公司,二号馆,2D102
惠州龙为科技有限公司,二号馆,2D103
天津中能锂业有限公司,二号馆,2D104
新乡市旭日电源材料有限公司,二号馆,"2D105,2D106"
东营市海科新源化工有限责任公司,二号馆,2D107
上海中锂实业有限公司,二号馆,"2D108,2D109"
亚洲碳素股份有限公司,二号馆,"2D110,2D111,2D112"
江西省金锂科技股份有限公司,二号馆,"2D115,2D116"
深圳市鑫欣源五金电子有限公司,二号馆,2D117
江西东鹏新材料有限责任公司,二号馆,"2D118,2D119"
佛山市三水山摩无机材料有限公司,二号馆,"2D12,2D11"
宁波市镇海众诚磁业发展有限公司,二号馆,2D120
云林塑胶(深圳)有限公司,二号馆,2D121
上海漠泉新材料科技有限公司（东莞漠泉新材料科技有限公司）,二号馆,2D122
九江德福电子材料有限公司,二号馆,"2D124,2D123"
山东瑞福锂业有限公司,二号馆,2D125
深圳市海美瑞科技有限公司,二号馆,2D126
东莞市金卡本电池材料有限公司,二号馆,2D127
海川电子有限公司,二号馆,2D128
深圳市创天科电子有限公司,二号馆,2D129
营口航盛科技实业有限责任公司,二号馆,"2D130,2D131"
营口博田材料科技有限公司,二号馆,2D132
中化蓝天集团有限公司,二号馆,"2D134,2D133"
苏州弗莱明磁力技术有限公司,二号馆,"2D14,2D13"
上海康鹏科技有限公司,二号馆,2D141
北京丕丕丕电子商务有限公司,二号馆,"2D142,2D143"
郑州瑞普新材料工程有限公司,二号馆,2D144
DIC株式会社,二号馆,2D145
常州市艾迈斯电子有限公司,二号馆,2D146
石家庄市众帮包装材料有限公司,二号馆,2D147
东莞市君奥连接器有限公司,二号馆,2D148
安徽省天长市金鹏电子有限公司,二号馆,2D149
浙江中科立德新材料有限公司,二号馆,2D15
佛山市佛诺斯除铁机械设备有限公司,二号馆,2D150
深圳英士高材料科技有限公司,二号馆,2D151
扬州中天利新材料股份有限公司,二号馆,2D152
惠州市新豪源发展有限公司,二号馆,2D153
广州金凯新材料有限公司,二号馆,"2D154,2D155"
上海安固强能源科技发展有限公司,二号馆,"2D156,2D157"
湖北塑金复合材料有限责任公司,二号馆,2D158
POLE,二号馆,"2D159,2D160"
厦门鑫化宏新材料有限公司,二号馆,2D16
天美（中国）科学仪器有限公司,二号馆,2D161
厦门拓氟化工材料有限公司,二号馆,2D162
深圳久喜电子有限公司,二号馆,2D163
日本黑铅工业株式会社,二号馆,2D164
宁波金和锂电材料有限公司,二号馆,"2D165,2D166"
佛山市东航光电科技有限公司,二号馆,"2D17,2D18"
德阳威旭锂电科技有限责任公司,二号馆,2D19
佛山市宇竞科技有限公司,二号馆,2D20
苏州天裕塑胶有限公司,二号馆,2D21
宁波亚特磁业有限公司,二号馆,2D22
郑州广源铝业有限公司,二号馆,2D23
湖南永盛新材料股份有限公司,二号馆,"2D24,2D25"
浙江湖磨抛光磨具制造有限公司,二号馆,2D26
广西南南铝箔有限责任公司,二号馆,2D27
湖北百杰瑞新材料股份有限公司,二号馆,2D28
惠州友恒实业有限公司,二号馆,2D29
宁波墨西科技有限公司,二号馆,"2D31,2D30"
温州市贝知宝制管有限公司,二号馆,2D32
迈奇化学股份有限公司,二号馆,2D33
四川兴晟锂业有限责任公司,二号馆,"2D34,2D35"
湖南汇通科技有限责任公司,二号馆,2D36
湖南信达新材料有限公司,二号馆,2D37
昆山卓胜电子材料有限公司,二号馆,2D38
浙江瓦力新能源科技有限公司,二号馆,2D39
中国科学院成都有机化学有限公司,二号馆,"2D40,2D41"
湖南东洋利德材料科技有限公司,二号馆,"2D42,2D43"
无锡市东杨新材料股份有限公司,二号馆,"2D45,2D44"
扬州宝珠电器有限公司,二号馆,2D46
惠州市新卡邦电池材料有限公司,二号馆,2D47
深圳市赛斯达五金有限公司,二号馆,2D48
上海微聚电子科技有限公司,二号馆,2D49
广州安的电子技术有限公司,二号馆,2D50
深圳芯盈电子有限公司,二号馆,2D51
陕西恒达创惠新能源材料科技有限公司,二号馆,2D52
深圳市金润能源有限公司,二号馆,2D53
深圳市大赛科技有限公司,二号馆,2D54
湖北华联耐火材料有限公司,二号馆,2D55
娄底安地亚斯电子陶瓷有限公司,二号馆,2D56
东莞市华炜塑胶制品有限公司,二号馆,2D57
浙江中泽电气有限公司,二号馆,"2D58,2D59"
宜兴市前锦特陶科技有限公司,二号馆,2D60
江苏前锦炉业设备有限公公司,二号馆,2D61
中材科技膜材料公司,二号馆,"2D64,2D63,2D62"
深圳市鑫越新材料科技有限公司,二号馆,"2D66,2D65"
中山国安火炬科技发展有限公司,二号馆,"2D67,2D68"
北京极太电器有限公司,二号馆,2D69
德韦尔工业材料（上海）有限公司,二号馆,2D70
广东捷进化工有限公司,二号馆,"2D72,2D71"
无锡中经金属粉末有限公司,二号馆,2D73
深圳市金瑞电子材料有限公司,二号馆,2D74
上海帕晶电子有限公司,二号馆,2D75
深圳市泰能新材料有限公司,二号馆,"2D76,2D77"
滨州裕能化工有限公司,二号馆,2D78
安徽壹石通材料科技股份有限公司,二号馆,2D79
东莞市南泰高分子材料有限公司,二号馆,"2D80,2D81"
深圳市鑫东达科技有限公司,二号馆,2D82
卓越石墨有限公司,二号馆,2D83
东莞市方恩电子材料科技有限公司,二号馆,2D84
江阴市瑞鸿电子有限公司,二号馆,2D85
宁波耐普磁业有限公司,二号馆,2D86
惠州市海龙模具塑料制品有限公司,二号馆,2D87
安平县安盛丝网制品有限公司,二号馆,2D88
肇庆市高要区鸿力金属制品厂,二号馆,2D89
宁波西磁磁业发展股份有限公司,二号馆,"2D90,2D91"
惠特精密器件(上海)有限公司,二号馆,2D92
连云港申元电子科技有限公司,二号馆,"2D93,2D94"
上海盛永国际贸易有限公司,二号馆,"2D95,2D96,2D113,2D114"
上海世龙科技有限公司,二号馆,2D97
江西赣锋锂业股份有限公司,二号馆,"2D98,2D99"
湖北九邦新能源科技有限公司,二号馆,2T01
无锡华盈锂能新材有限公司,二号馆,2T02
大连宏光锂业股份有限公司,二号馆,2T03
江西星分子材料科技股份有限公司,二号馆,2T04
深圳市纳米港有限公司,二号馆,2T05
河南福森新能源科技有限公司,二号馆,2T05-1
上海昭远国际贸易有限公司,二号馆,2T06
河南科隆新能源股份有限公司 ,二号馆,2T07
北京当升材料科技股份有限公司,二号馆,2T08
新乡市远东电子科技股份有限公司,二号馆,2T09
成都中科来方能源科技有限公司,二号馆,2T10
江苏安瑞达新材料有限公司,二号馆,2T11
四川兴能新材料有限公司,二号馆,2T12
无锡东恒新能源科技有限公司,二号馆,2T13
深圳新宙邦科技股份有限公司,二号馆,2T14
深圳市翔丰华科技有限公司,二号馆,2T15
天津巴莫科技股份有限公司,二号馆,2T16
天津金牛电源材料有限责任公司,二号馆,2T17
广州天赐高新材料股份有限公司,二号馆,2T18
安徽科达洁能新材料有限公司,二号馆,2T19
江苏清陶能源科技有限公司,二号馆,2T20
东莞市澳中电子材料有限公司,二号馆,2T21
广州鸿森材料有限公司,二号馆,2T22
鸿纳(东莞)新材料科技有限公司,二号馆,2T23-1
北大先行科技产业有限公司,二号馆,2T23-2
江门市优美科长信新材料有限公司,二号馆,2T24-1
青岛昊鑫新能源科技有限公司,二号馆,2T24-2
上海汇平化工有限公司,二号馆,2T25
河南华瑞高新材料科技股份有限公司,二号馆,2T26
杭州长凯能源科技有限公司,二号馆,2T27
佛山市盈博莱科技股份有限公司,二号馆,2T28
深圳市德方纳米科技股份有限公司,二号馆,2T29
新乡天力锂能股份有限公司,二号馆,2T30
佛山市金辉高科光电材料有限公司,二号馆,2T31
湛江市聚鑫新能源有限公司,二号馆,2T32
广东安德力新材料有限公司,二号馆,2T32-1
湖州创亚动力电池材料有限公司,二号馆,2T33
益瑞石石墨和碳公司,二号馆,2T34-1
上海海逸科贸有限公司,二号馆,2T34-2
长沙格翎电池材料有限公司,二号馆,2T35
珠海市赛纬电子材料股份有限公司,二号馆,2T36
深圳市瑞富特科技有限公司,二号馆,2T37
新乡市盛达电源科技有限公司,二号馆,2T38
河南中平瀚博新能源有限责任公司 ,二号馆,2T39
深圳市斯诺实业发展股份有限公司,二号馆,2T40
东莞市深泓实业有限公司,二号馆,2T41
亚什兰（中国）投资有限公司,二号馆,2T42
沧州明珠塑料股份有限公司,二号馆,2T43
辽源鸿图锂电隔膜科技股份有限公司,二号馆,2T44
厦门钨业股份有限公司,二号馆,2T45
四川天齐锂业股份有限公司,二号馆,2T46
新乡市正元科技电源材料有限公司,二号馆,2T47
深圳市冠力新材料有限公司,二号馆,2T48
大连伊科能源科技有限公司,二号馆,2T49
成都芝田高分子材料有限公司,二号馆,2T50
北京蓝海黑石科技有限公司,二号馆,2T51
贵州安达科技能源股份有限公司,二号馆,2T52
湖南中锂新材料有限公司,二号馆,2T53
广东宏昌化学工业有限公司,二号馆,2T54
江苏远航精密合金科技股份有限公司,二号馆,2T55
佛山市顺德区永创翔亿电子材料有限公司,二号馆,2T56
深圳中兴创新材料技术有限公司,二号馆,2T57
新乡市中科科技有限公司,二号馆,2T58
汕头市金光高科有限公司,二号馆,2T59
江苏鼎胜新能源材料股份有限公司,二号馆,2T60
福建清景铜箔有限公司,二号馆,2T61
苏州炬鸿通讯电脑科技有限公司,二号馆,2T62
昭和电工管理(上海)有限公司,二号馆,2T63
科德宝.宝翎无纺布（苏州）有限公司,二号馆,2T64
湖南星城石墨科技股份有限公司,二号馆,2T65
上海紫江新材料科技有限公司,二号馆,2T66
山东海容电源材料有限公司,二号馆,2T67
深圳市星源材质科技股份有限公司,二号馆,2T68
旭成（福建）科技股份有限公司,二号馆,2T69
湖北天鸿耐火材料有限公司,二号馆,2T70
北京化学试剂研究所,二号馆,2T71
天津东皋膜技术有限公司,二号馆,2T72
天津通一新能源科技有限公司,二号馆,2T73
四川国润新材料有限公司,二号馆,2T74
